,status,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
10651,1,1,5,0,0.864583333,0.135416667,0.864583333,0,0,9204,688,0,6,47,18,8,0,0.0,0.0
10652,1,0,4,0,0.472727273,0.527272727,0.472727273,1,1,5635,2,0,10,39,15,7,1,0.0,0.0
10653,1,0,1,0,0.703703704,0.296296296,0.703703704,1,1,1985,2350712,0,2,28,20,5,0,0.0,0.0
10654,0,1,6,0,0.555555556,0.444444444,0.555555556,0,0,5626,0,1,5,50,42,10,0,0.3,0.3
10655,0,2,7,2,0.878378378,0.121621622,0.878378378,0,0,768,1037324,1,2,54,17,10,1,0.0,0.0
10656,1,0,10,0,0.0,0.0,0.0,0,1,5736,30597,0,5,70,11,13,1,0.0,0.0
10657,1,2,6,0,0.95505618,0.04494382,0.95505618,1,0,7158,2294,1,3,44,14,9,0,0.1590909090909091,0.1590909090909091
10658,1,0,6,0,0.845070423,0.154929577,0.845070423,1,1,7872,1453,0,5,51,26,9,1,0.0,0.0
10659,1,0,15,0,0.757281553,0.242718447,0.757281553,0,1,8905,76638,0,4,97,17,18,1,0.05154639175257732,0.05154639175257732
10660,0,0,19,0,0.2,0.8,0.2,1,0,5670,5824,1,6,132,30,22,1,0.17424242424242425,0.17424242424242425
10661,0,1,6,0,0.0,0.0,0.0,0,0,5972,0,1,0,53,21,9,0,0.05660377358490566,0.05660377358490566
10662,1,1,10,0,0.590909091,0.409090909,0.590909091,1,1,4848,6082,0,5,67,24,14,0,0.0,0.0
10663,0,1,5,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,81,27,8,0,0.24691358024691357,0.24691358024691357
10664,1,0,1,0,0.590909091,0.409090909,0.590909091,1,1,-1,0,0,1,25,16,5,1,0.0,0.0
10665,0,0,9,1,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,73,44,12,1,0.0,0.0
10666,0,1,2,0,0.372881356,0.627118644,0.372881356,0,1,-1,0,0,0,18,10,6,0,0.1111111111111111,0.1111111111111111
10667,1,0,7,0,0.967464115,0.032535885,0.967464115,0,1,7132,12,0,7,59,16,10,1,0.0,0.0
10668,0,0,6,1,0.0,0.0,0.0,0,0,3668,6075200,1,2,55,22,9,0,0.0,0.0
10669,0,0,2,0,0.987654321,0.012345679,0.987654321,0,1,1601,0,0,0,35,26,7,1,0.0,0.0
10670,0,0,6,0,0.0,0.0,0.0,0,0,534,7375648,1,1,81,19,10,0,0.25925925925925924,0.25925925925925924
10671,1,1,5,0,0.988372093,0.011627907,0.988372093,0,1,-1,0,1,2,33,18,8,0,0.0,0.0
10672,1,1,9,0,0.608695652,0.391304348,0.608695652,1,1,5675,1482456,0,4,79,30,13,0,0.0,0.0
10673,0,1,6,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,68,42,9,0,0.19117647058823528,0.19117647058823528
10674,1,0,1,0,0.857988166,0.142011834,0.857988166,0,1,-1,0,0,2,19,12,5,0,0.0,0.0
10675,0,0,11,0,1.0,0.0,1.0,0,0,7440,458473,1,3,131,19,15,1,0.11450381679389313,0.11450381679389313
10676,1,1,19,0,0.796460177,0.203539823,0.796460177,1,0,8759,2416,0,7,122,11,24,0,0.1557377049180328,0.1557377049180328
10677,1,0,11,0,0.992,0.008,0.992,0,1,-1,0,1,2,76,47,14,0,0.0,0.0
10678,1,0,8,1,0.0,0.0,0.0,0,1,7644,3871327,1,5,61,14,11,0,0.04918032786885246,0.04918032786885246
10679,0,1,90,3,0.428571429,0.571428571,0.428571429,1,1,-1,0,1,0,476,13,99,0,0.08403361344537816,0.08403361344537816
10680,1,0,10,0,0.858490566,0.141509434,0.858490566,0,0,6212,3128,0,5,76,16,15,1,0.0,0.0
10681,0,0,6,1,0.0,1.0,0.0,0,0,2877,0,1,2,55,15,10,1,0.01818181818181818,0.01818181818181818
10682,1,1,1,0,1.0,0.0,1.0,0,0,8453,57889,0,5,17,9,5,0,0.0,0.0
10683,0,0,9,1,0.0,1.0,0.0,1,0,8348,1,1,10,84,16,12,1,0.07142857142857142,0.07142857142857142
10684,0,1,13,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,129,33,19,1,0.03875968992248062,0.03875968992248062
10685,0,0,5,0,0.974358974,0.025641026,0.974358974,0,0,3751,0,0,2,35,13,8,1,0.0,0.0
10686,1,0,13,0,0.0,1.0,0.0,1,0,7419,285,0,7,69,13,16,1,0.028985507246376812,0.028985507246376812
10687,0,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.2597402597402597,0.2597402597402597
10688,0,0,5,0,1.0,0.0,1.0,0,0,683,0,1,0,54,45,10,1,0.09259259259259259,0.09259259259259259
10689,0,1,8,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,81,54,11,1,0.14814814814814814,0.14814814814814814
10690,0,0,3,0,0.0,0.0,0.0,0,0,-1,0,1,0,28,17,7,0,0.0,0.0
10691,0,0,12,0,0.0,0.0,0.0,0,0,8412,0,1,2,98,59,15,0,0.04081632653061224,0.04081632653061224
10692,0,1,2,0,0.8,0.2,0.8,0,0,6752,2307,1,8,28,11,5,1,0.03571428571428571,0.03571428571428571
10693,0,0,5,0,0.0,0.0,0.0,0,0,-1,0,1,0,76,10,10,0,0.34210526315789475,0.34210526315789475
10694,0,0,10,2,0.242424242,0.757575758,0.242424242,1,0,3388,0,1,2,73,22,13,0,0.0,0.0
10695,0,0,17,1,1.0,0.0,1.0,0,1,7397,2503496,1,3,108,48,22,0,0.009259259259259259,0.009259259259259259
10696,0,0,10,0,0.875,0.125,0.875,0,0,6346,0,1,3,75,23,13,0,0.013333333333333334,0.013333333333333334
10697,0,0,10,3,0.897727273,0.102272727,0.897727273,0,0,2047,0,1,0,107,19,14,0,0.18691588785046728,0.18691588785046728
10698,0,1,7,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,76,50,10,0,0.09210526315789473,0.09210526315789473
10699,1,1,4,0,0.436548223,0.563451777,0.436548223,1,0,5667,813659,1,4,36,20,7,1,0.0,0.0
10700,1,1,2,0,0.0,1.0,0.0,1,1,2356,0,0,2,35,27,6,0,0.0,0.0
10701,1,1,5,0,0.918918919,0.081081081,0.918918919,0,1,4826,203194,1,4,49,20,8,0,0.0,0.0
10702,0,1,2,0,0.912280702,0.087719298,0.912280702,0,1,920,11781,1,6,25,7,5,1,0.08,0.08
10703,1,1,6,0,0.37254902,0.62745098,0.37254902,0,1,2792,604753,0,4,58,25,10,0,0.0,0.0
10704,0,0,3,0,0.666666667,0.333333333,0.666666667,0,0,7812,0,1,0,29,17,7,0,0.0,0.0
10705,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,34,27,5,0,0.0,0.0
10706,1,0,3,0,1.0,0.0,1.0,0,1,-1,332453,0,4,40,26,8,0,0.0,0.0
10707,1,1,7,0,0.75,0.25,0.75,1,0,5219,720815,0,4,52,25,10,0,0.0,0.0
10708,0,0,11,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,117,42,18,0,0.17094017094017094,0.17094017094017094
10709,1,2,10,0,0.895833333,0.104166667,0.895833333,0,0,4009,320261,1,4,67,18,13,0,0.07462686567164178,0.07462686567164178
10710,1,1,2,0,0.653846154,0.346153846,0.653846154,1,1,8996,2132314,0,2,29,21,6,0,0.0,0.0
10711,1,0,7,0,0.90625,0.09375,0.90625,0,0,7988,24244,0,4,57,12,10,0,0.0,0.0
10712,0,0,2,0,1.0,0.0,1.0,0,1,-2,0,0,0,19,11,6,0,0.15789473684210525,0.15789473684210525
10713,1,0,2,1,0.380952381,0.619047619,0.380952381,1,0,-2,40209,0,5,30,21,6,1,0.0,0.0
10714,1,0,2,0,0.0,0.0,0.0,0,1,4012,83296,0,3,21,12,6,1,0.0,0.0
10715,1,0,6,0,0.925,0.075,0.925,0,1,6775,182793,0,4,42,17,9,0,0.09523809523809523,0.09523809523809523
10716,1,2,8,0,0.571428571,0.428571429,0.571428571,0,0,7354,303835,1,4,77,23,11,0,0.07792207792207792,0.07792207792207792
10717,0,0,5,1,0.0,0.0,0.0,0,0,6245,0,1,0,51,25,8,0,0.0,0.0
10718,1,0,12,0,0.4,0.6,0.4,0,0,5159,115,1,8,74,14,15,1,0.05405405405405406,0.05405405405405406
10719,0,0,10,4,0.0,0.0,0.0,0,0,5151,0,1,2,72,14,13,0,0.027777777777777776,0.027777777777777776
10720,0,0,2,0,0.0,1.0,0.0,0,0,895,0,1,0,28,14,6,0,0.03571428571428571,0.03571428571428571
10721,1,2,6,0,0.659482759,0.340517241,0.659482759,1,0,5704,4445,0,5,43,22,10,0,0.06976744186046512,0.06976744186046512
10722,0,0,3,0,0.0,0.0,0.0,0,0,1953,4365,1,3,45,26,6,1,0.08888888888888889,0.08888888888888889
10723,1,0,3,0,0.84375,0.15625,0.84375,0,1,5160,0,1,8,33,20,9,1,0.0,0.0
10724,0,0,5,2,0.0,0.0,0.0,0,0,1220,0,1,2,36,12,9,1,0.027777777777777776,0.027777777777777776
10725,1,0,2,0,0.923076923,0.076923077,0.923076923,0,1,8495,2675001,0,5,22,13,6,1,0.0,0.0
10726,1,0,5,0,0.881002088,0.118997912,0.881002088,0,1,7130,12,0,7,41,16,8,1,0.0,0.0
10727,1,0,5,0,0.930769231,0.069230769,0.930769231,0,1,7131,12,0,7,46,16,8,1,0.0,0.0
10728,1,0,3,0,0.913256956,0.086743044,0.913256956,1,0,8414,176808,0,4,32,16,7,1,0.0,0.0
10729,1,0,10,0,0.975535168,0.024464832,0.975535168,0,0,5304,4171,0,5,76,21,13,1,0.05263157894736842,0.05263157894736842
10730,1,0,8,0,0.6,0.4,0.6,0,0,4481,2174782,0,4,74,18,11,0,0.013513513513513514,0.013513513513513514
10731,0,0,6,1,0.272727273,0.727272727,0.272727273,0,1,1547,4639,1,2,57,40,9,0,0.08771929824561403,0.08771929824561403
10732,1,1,10,0,0.185185185,0.814814815,0.185185185,1,0,3248,72672,0,2,89,16,13,0,0.0449438202247191,0.0449438202247191
10733,1,0,10,0,1.0,0.0,1.0,0,0,11557,610,0,7,65,15,13,1,0.23076923076923078,0.23076923076923078
10734,0,1,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,127,50,18,1,0.15748031496062992,0.15748031496062992
10735,1,0,3,0,0.871794872,0.128205128,0.871794872,1,0,-1,8065044,0,3,29,17,7,1,0.0,0.0
10736,1,0,2,0,0.322580645,0.677419355,0.322580645,1,0,7297,183260,0,5,36,27,6,1,0.0,0.0
10737,1,1,13,0,0.984042553,0.015957447,0.984042553,0,0,9071,15082,0,5,97,21,16,0,0.07216494845360824,0.07216494845360824
10738,0,0,5,0,0.0,1.0,0.0,0,0,4,0,1,0,68,16,9,0,0.29411764705882354,0.29411764705882354
10739,0,1,3,0,0.0,0.0,0.0,0,0,372,10480281,1,0,46,31,6,1,0.0,0.0
10740,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,36,29,5,0,0.08333333333333333,0.08333333333333333
10741,1,0,8,0,0.914666667,0.085333333,0.914666667,0,1,7133,12,0,7,57,16,11,1,0.08771929824561403,0.08771929824561403
10742,0,2,10,2,0.134663342,0.865336658,0.134663342,1,1,8034,0,1,4,81,22,14,0,0.0,0.0
10743,1,0,8,0,0.690909091,0.309090909,0.690909091,1,1,5226,138,0,8,71,18,11,1,0.0,0.0
10744,1,0,3,0,0.943661972,0.056338028,0.943661972,0,1,9007,7971,0,7,31,11,7,0,0.0,0.0
10745,0,0,2,0,0.0,1.0,0.0,1,0,7412,1561104,1,2,25,18,5,0,0.0,0.0
10746,0,0,2,0,0.888888889,0.111111111,0.888888889,0,0,6156,332823,0,1,26,17,6,1,0.0,0.0
10747,1,0,2,0,0.083333333,0.916666667,0.083333333,0,0,1435,4016663,0,2,25,17,6,0,0.04,0.04
10748,1,0,2,0,0.991515152,0.008484848,0.991515152,0,1,3930,1029072,0,3,26,18,6,0,0.0,0.0
10749,1,1,6,0,0.913669065,0.086330935,0.913669065,1,0,7230,54048,0,5,56,24,9,0,0.0,0.0
10750,1,1,2,0,0.991789819,0.008210181,0.991789819,0,1,5621,1650338,0,4,21,13,6,0,0.0,0.0
10751,0,0,3,0,0.0,0.0,0.0,0,0,5783,50436,1,4,63,22,7,0,0.36507936507936506,0.36507936507936506
10752,1,2,12,1,0.528455285,0.471544715,0.528455285,1,1,5882,64114,1,5,155,22,15,0,0.0,0.0
10753,0,0,11,0,0.7,0.3,0.7,1,1,8348,1,1,10,96,15,15,1,0.041666666666666664,0.041666666666666664
10754,0,1,2,0,1.0,0.0,1.0,0,0,466,0,0,0,44,36,6,0,0.0,0.0
10755,1,0,2,0,0.785714286,0.214285714,0.785714286,1,1,9047,309856,0,5,26,17,6,1,0.0,0.0
10756,0,0,10,1,1.0,0.0,1.0,0,0,4562,0,1,0,64,11,13,0,0.0,0.0
10757,0,1,14,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,154,40,19,1,0.05194805194805195,0.05194805194805195
10758,1,1,2,0,0.947368421,0.052631579,0.947368421,0,1,3071,0,0,0,29,21,6,0,0.0,0.0
10759,0,0,7,3,0.0,0.0,0.0,0,0,4520,0,1,1,48,15,10,1,0.0,0.0
10760,0,0,6,0,0.787878788,0.212121212,0.787878788,1,1,2105,0,1,0,101,37,10,0,0.22772277227722773,0.22772277227722773
10761,1,1,6,1,1.0,0.0,1.0,0,0,9715,13782,0,5,45,12,9,0,0.0,0.0
10762,0,0,2,0,0.0,0.0,0.0,0,0,-1,0,1,0,33,22,7,0,0.0,0.0
10763,0,0,12,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,19,1,0.16666666666666666,0.16666666666666666
10764,1,0,2,0,0.794594595,0.205405405,0.794594595,0,1,7494,355773,0,5,34,25,7,1,0.0,0.0
10765,0,0,3,0,0.0,0.0,0.0,0,0,3593,8552690,1,0,29,18,7,0,0.0,0.0
10766,0,0,8,2,1.0,0.0,1.0,0,0,1601,0,1,0,86,29,11,0,0.1744186046511628,0.1744186046511628
10767,1,0,2,0,0.138888889,0.861111111,0.138888889,1,0,7298,0,0,5,35,28,5,0,0.0,0.0
10768,1,0,2,0,1.0,0.0,1.0,0,0,7440,1120475,0,4,23,16,5,0,0.0,0.0
10769,0,1,8,2,0.0,1.0,0.0,0,0,8348,1,0,10,62,16,12,1,0.0,0.0
10770,1,0,2,0,0.954022989,0.045977011,0.954022989,0,1,4250,56188,0,4,24,16,6,0,0.0,0.0
10771,0,1,6,0,0.0,0.0,0.0,0,0,5972,0,1,0,53,21,9,0,0.07547169811320754,0.07547169811320754
10772,0,0,11,0,0.0,1.0,0.0,0,0,2211,0,1,0,115,22,14,0,0.0,0.0
10773,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,28,21,5,0,0.03571428571428571,0.03571428571428571
10774,0,0,10,0,1.0,0.0,1.0,0,0,31,0,1,0,259,13,13,0,0.15444015444015444,0.15444015444015444
10775,1,0,1,0,0.391304348,0.608695652,0.391304348,1,1,3798,2373127,0,3,29,20,6,1,0.0,0.0
10776,0,0,16,0,0.227272727,0.772727273,0.227272727,1,0,1617,11992,1,4,131,14,20,1,0.061068702290076333,0.061068702290076333
10777,0,1,4,0,0.145833333,0.854166667,0.145833333,1,0,592,764621,1,2,36,17,7,1,0.0,0.0
10778,0,1,8,1,0.684210526,0.315789474,0.684210526,1,1,-1,0,1,0,56,22,12,0,0.05357142857142857,0.05357142857142857
10779,1,1,11,0,0.797468354,0.202531646,0.797468354,0,1,4443,22498,0,5,84,20,15,0,0.07142857142857142,0.07142857142857142
10780,0,2,7,0,1.0,0.0,1.0,0,0,1083,0,1,0,51,16,10,0,0.0,0.0
10781,1,0,2,0,0.950413223,0.049586777,0.950413223,1,0,4162,951195,0,2,23,14,6,1,0.0,0.0
10782,0,0,11,3,0.40625,0.59375,0.40625,0,1,759,0,1,0,79,20,14,0,0.0,0.0
10783,0,0,7,0,0.138888889,0.861111111,0.138888889,1,1,7297,0,1,5,48,20,10,1,0.16666666666666666,0.16666666666666666
10784,1,0,2,0,1.0,0.0,1.0,0,1,7530,5258969,0,2,29,21,6,0,0.0,0.0
10785,1,0,4,0,0.504166667,0.495833333,0.504166667,1,1,1737,291674,0,1,28,19,8,1,0.0,0.0
10786,1,0,6,0,0.0,0.0,0.0,0,1,5404,3318531,0,3,52,24,9,0,0.0,0.0
10787,1,1,4,0,0.77540107,0.22459893,0.77540107,1,0,3724,0,0,2,43,21,7,0,0.0,0.0
10788,1,1,2,0,0.115942029,0.884057971,0.115942029,1,1,2485,2648440,0,1,25,17,6,0,0.0,0.0
10789,0,2,5,0,0.0,0.0,0.0,0,0,33,0,1,0,39,22,8,0,0.10256410256410256,0.10256410256410256
10790,1,0,7,0,0.923076923,0.076923077,0.923076923,0,0,6712,24846,0,5,49,12,10,0,0.0,0.0
10791,1,1,5,0,0.625,0.375,0.625,0,0,6841,626901,0,5,44,16,8,0,0.0,0.0
10792,0,1,13,0,1.0,0.0,1.0,0,0,4003,5828815,1,0,128,50,19,1,0.1640625,0.1640625
10793,0,2,8,3,0.752941176,0.247058824,0.752941176,1,1,2996,0,1,0,67,21,11,0,0.0,0.0
10794,0,0,2,0,0.352941176,0.647058824,0.352941176,1,1,-1,81970,0,1,28,20,6,0,0.25,0.25
10795,0,0,4,1,1.0,0.0,1.0,0,0,5279,0,1,2,45,27,7,0,0.022222222222222223,0.022222222222222223
10796,0,0,1,0,1.0,0.0,1.0,0,1,95,0,0,0,19,11,4,1,0.0,0.0
10797,1,0,1,0,0.222222222,0.777777778,0.222222222,1,1,819,0,0,4,20,11,5,1,0.0,0.0
10798,1,1,6,0,0.935687264,0.064312736,0.935687264,0,0,5591,6966,0,5,64,12,9,0,0.0,0.0
10799,0,0,5,1,1.0,0.0,1.0,0,1,3126,7603384,1,3,48,20,8,0,0.0,0.0
10800,0,0,6,1,1.0,0.0,1.0,0,0,-1,0,0,0,44,18,9,0,0.0,0.0
10801,0,2,3,0,0.426966292,0.573033708,0.426966292,1,1,7827,386,1,6,25,16,7,1,0.0,0.0
10802,0,2,2,0,0.761904762,0.238095238,0.761904762,1,0,3183,0,1,0,29,15,6,0,0.0,0.0
10803,0,0,4,0,0.0,1.0,0.0,1,0,7827,383,1,6,54,11,7,1,0.14814814814814814,0.14814814814814814
10804,1,0,6,0,0.902857143,0.097142857,0.902857143,0,0,7133,12,0,7,50,16,9,1,0.0,0.0
10805,0,0,6,0,0.0,0.0,0.0,0,0,1387,0,1,0,56,20,9,0,0.17857142857142858,0.17857142857142858
10806,0,0,20,1,1.0,0.0,1.0,0,0,-1,0,1,0,145,17,31,1,0.09655172413793103,0.09655172413793103
10807,0,0,5,0,0.852941176,0.147058824,0.852941176,1,1,2827,0,1,0,48,21,8,0,0.0,0.0
10808,0,2,2,0,1.0,0.0,1.0,0,0,-1,0,1,0,37,9,5,0,0.10810810810810811,0.10810810810810811
10809,0,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,127,50,18,1,0.12598425196850394,0.12598425196850394
10810,1,1,4,0,0.908045977,0.091954023,0.908045977,0,0,3473,179737,0,4,48,27,7,0,0.0,0.0
10811,1,1,3,0,0.701234568,0.298765432,0.701234568,1,1,8647,107,0,5,40,27,6,0,0.0,0.0
10812,1,0,6,0,0.944785276,0.055214724,0.944785276,0,0,5002,0,0,5,46,15,9,0,0.0,0.0
10813,1,0,2,0,0.870967742,0.129032258,0.870967742,0,0,8658,2185334,0,4,29,20,7,1,0.0,0.0
10814,0,0,11,3,0.944444444,0.055555556,0.944444444,0,0,2061,0,1,2,117,41,16,0,0.1282051282051282,0.1282051282051282
10815,1,0,3,1,1.0,0.0,1.0,0,0,5636,10011393,0,5,34,26,6,1,0.0,0.0
10816,1,1,2,0,0.819672131,0.180327869,0.819672131,0,1,2587,107898,0,4,26,18,6,0,0.0,0.0
10817,1,0,4,0,0.96,0.04,0.96,0,0,12710,1115,0,6,45,18,8,1,0.0,0.0
10818,1,1,7,0,0.919354839,0.080645161,0.919354839,1,0,7268,81918,1,4,57,18,10,0,0.10526315789473684,0.10526315789473684
10819,0,0,6,0,0.0,1.0,0.0,0,0,7086,18263,1,3,144,32,9,0,0.0625,0.0625
10820,0,1,5,0,0.522222222,0.477777778,0.522222222,1,1,3555,0,1,2,49,24,8,0,0.0,0.0
10821,1,0,4,0,0.918478261,0.081521739,0.918478261,1,0,5125,18864,0,5,36,17,7,1,0.0,0.0
10822,0,1,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,123,46,18,1,0.13008130081300814,0.13008130081300814
10823,0,0,2,0,1.0,0.0,1.0,0,1,1245,0,1,1,45,33,6,1,0.0,0.0
10824,0,0,7,0,0.636363636,0.363636364,0.636363636,0,1,149,0,1,0,63,55,11,0,0.0,0.0
10825,1,1,2,0,0.965517241,0.034482759,0.965517241,0,1,7744,180047,0,5,21,6,5,0,0.0,0.0
10826,1,0,2,0,0.195652174,0.804347826,0.195652174,0,1,5230,12328,0,5,23,14,6,1,0.0,0.0
10827,1,0,2,0,0.169230769,0.830769231,0.169230769,0,1,3638,758502,0,1,31,17,6,0,0.0,0.0
10828,0,0,24,0,0.0,0.0,0.0,0,0,7905,155,1,7,278,21,35,1,0.21223021582733814,0.21223021582733814
10829,0,0,4,0,1.0,0.0,1.0,0,0,962,35955,1,2,39,20,8,1,0.1794871794871795,0.1794871794871795
10830,1,1,5,0,0.7625,0.2375,0.7625,0,1,9530,39989,1,5,45,15,8,1,0.0,0.0
10831,0,1,9,4,0.940828402,0.059171598,0.940828402,1,1,7148,0,1,1,73,8,13,0,0.0,0.0
10832,1,1,6,0,0.4,0.6,0.4,1,0,-1,1588154,1,2,63,27,10,0,0.0,0.0
10833,0,0,11,0,0.583333333,0.416666667,0.583333333,1,0,7968,892,0,7,204,27,15,1,0.13725490196078433,0.13725490196078433
10834,0,1,3,0,0.0,0.0,0.0,0,0,-1,47895,1,2,54,14,6,0,0.3888888888888889,0.3888888888888889
10835,1,1,7,0,0.780701754,0.219298246,0.780701754,1,1,9117,150940,0,5,63,18,10,0,0.0,0.0
10836,0,1,7,0,1.0,0.0,1.0,0,0,5643,0,1,1,61,27,11,0,0.04918032786885246,0.04918032786885246
10837,1,0,2,0,0.0,1.0,0.0,0,1,2165,868835,0,3,19,11,6,0,0.0,0.0
10838,1,0,15,0,0.4,0.6,0.4,0,0,5161,114,1,8,83,14,18,1,0.04819277108433735,0.04819277108433735
10839,0,0,7,0,0.98630137,0.01369863,0.98630137,0,1,627,2110939,0,0,142,22,10,1,0.06338028169014084,0.06338028169014084
10840,1,1,6,0,0.75,0.25,0.75,0,0,3482,1212036,0,4,59,9,9,0,0.0,0.0
10841,0,1,12,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,125,50,18,1,0.184,0.184
10842,1,0,2,0,0.268292683,0.731707317,0.268292683,1,0,7297,0,0,5,32,25,5,0,0.09375,0.09375
10843,1,0,5,1,0.816666667,0.183333333,0.816666667,1,1,-1,8828,0,5,46,24,9,0,0.08695652173913043,0.08695652173913043
10844,0,0,2,0,0.0,1.0,0.0,1,0,7295,0,1,5,37,28,6,1,0.10810810810810811,0.10810810810810811
10845,0,0,11,3,0.741935484,0.258064516,0.741935484,0,0,2500,0,1,2,89,18,17,1,0.02247191011235955,0.02247191011235955
10846,0,0,10,0,0.333333333,0.666666667,0.333333333,1,0,-1,0,1,0,65,15,13,0,0.015384615384615385,0.015384615384615385
10847,1,1,3,0,0.918495298,0.081504702,0.918495298,0,1,-1,0,0,2,33,22,7,0,0.0,0.0
10848,0,1,1,0,1.0,0.0,1.0,0,0,2,0,1,0,24,16,6,0,0.0,0.0
10849,1,0,1,0,1.0,0.0,1.0,0,0,-1,774801,0,2,16,7,5,1,0.0,0.0
10850,1,0,2,0,0.19047619,0.80952381,0.19047619,1,1,7298,3507098,0,5,37,30,5,0,0.02702702702702703,0.02702702702702703
10851,1,1,3,0,0.963414634,0.036585366,0.963414634,0,0,2387,557472,0,2,40,14,6,0,0.0,0.0
10852,1,0,2,0,0.820261438,0.179738562,0.820261438,1,1,-1,1770667,0,2,26,17,6,1,0.0,0.0
10853,1,0,2,1,0.810810811,0.189189189,0.810810811,1,1,1737,141484,0,3,22,15,5,0,0.0,0.0
10854,1,0,3,0,1.0,0.0,1.0,0,0,5894,35,0,10,32,17,7,1,0.03125,0.03125
10855,1,1,3,0,0.864864865,0.135135135,0.864864865,1,1,6259,683,0,6,46,25,6,0,0.0,0.0
10856,1,0,5,0,0.955882353,0.044117647,0.955882353,0,1,8233,7093,0,5,49,14,8,1,0.0,0.0
10857,1,1,5,1,1.0,0.0,1.0,0,0,5959,37967,0,5,44,21,8,0,0.11363636363636363,0.11363636363636363
10858,0,1,19,0,1.0,0.0,1.0,0,0,1834,0,1,0,119,84,23,0,0.2689075630252101,0.2689075630252101
10859,0,1,2,0,0.1,0.9,0.1,1,0,7295,0,1,5,30,23,5,0,0.0,0.0
10860,0,1,7,4,1.0,0.0,1.0,0,0,-1,0,1,0,77,20,11,1,0.05194805194805195,0.05194805194805195
10861,0,1,5,0,1.0,0.0,1.0,0,1,5,0,1,0,33,18,8,0,0.0,0.0
10862,1,0,4,0,0.920612813,0.079387187,0.920612813,0,1,6433,625,0,5,36,17,7,1,0.0,0.0
10863,0,1,3,0,0.951219512,0.048780488,0.951219512,1,1,854,6847947,1,0,27,14,7,0,0.0,0.0
10864,1,0,2,0,0.942622951,0.057377049,0.942622951,1,0,3828,550873,0,2,26,17,6,1,0.0,0.0
10865,0,1,3,1,1.0,0.0,1.0,0,0,2532,514430,1,0,42,34,7,0,0.0,0.0
10866,1,1,3,0,0.903225806,0.096774194,0.903225806,1,1,-1,411426,0,2,40,17,7,0,0.0,0.0
10867,1,0,8,0,0.581818182,0.418181818,0.581818182,1,1,3857,221138,0,5,79,22,12,1,0.0,0.0
10868,0,0,10,2,0.333333333,0.666666667,0.333333333,1,1,8347,1,1,10,99,15,13,1,0.09090909090909091,0.09090909090909091
10869,0,0,2,0,0.090909091,0.909090909,0.090909091,1,1,7296,0,1,5,58,49,6,1,0.0,0.0
10870,0,0,8,0,0.0,0.0,0.0,0,0,7110,5533318,1,3,55,19,11,0,0.01818181818181818,0.01818181818181818
10871,0,0,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,34,25,6,1,0.029411764705882353,0.029411764705882353
10872,1,3,9,0,0.95952381,0.04047619,0.95952381,1,0,10607,6992,1,6,67,13,12,0,0.0,0.0
10873,0,0,6,1,0.888888889,0.111111111,0.888888889,1,1,1748,0,1,3,56,20,10,0,0.0,0.0
10874,0,0,4,0,0.0,0.0,0.0,0,0,1975,0,1,0,40,12,9,0,0.0,0.0
10875,0,1,15,4,0.757575758,0.242424242,0.757575758,1,0,5556,0,1,0,115,18,18,0,0.06956521739130435,0.06956521739130435
10876,1,1,4,0,0.906574394,0.093425606,0.906574394,0,1,8917,1358,0,7,39,19,7,0,0.0,0.0
10877,1,1,6,0,0.866666667,0.133333333,0.866666667,0,1,4916,19476,0,5,49,14,9,0,0.0,0.0
10878,0,1,5,0,1.0,0.0,1.0,0,0,1837,0,1,0,73,58,8,0,0.0547945205479452,0.0547945205479452
10879,0,1,2,0,0.076923077,0.923076923,0.076923077,1,0,7295,0,1,5,44,37,5,0,0.0,0.0
10880,0,0,5,1,1.0,0.0,1.0,0,0,-1,10504747,0,0,43,28,9,0,0.0,0.0
10881,1,0,2,0,0.785714286,0.214285714,0.785714286,1,1,-1,59571,0,5,27,18,6,1,0.0,0.0
