,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
1861,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.2987012987012987,0.2987012987012987
2699,0,4,0,0.0,0.0,0.0,0,0,2397,7613314,1,1,42,15,8,1,0.0,0.0
7756,0,2,0,0.666666667,0.333333333,0.666666667,1,1,3759,158056,0,4,36,27,6,1,0.0,0.0
6073,1,7,2,0.95,0.05,0.95,0,1,-1,0,1,0,86,21,11,0,0.4186046511627907,0.4186046511627907
2481,0,1,0,1.0,0.0,1.0,0,1,-1,0,0,0,16,9,4,0,0.0,0.0
5236,0,3,0,0.5,0.5,0.5,0,1,-1,163093,0,3,28,19,7,1,0.0,0.0
9646,0,9,1,0.0,0.0,0.0,0,0,505,0,1,0,70,43,13,0,0.07142857142857142,0.07142857142857142
2706,0,12,0,0.588235294,0.411764706,0.588235294,1,0,1656,2576752,1,0,126,61,15,0,0.3492063492063492,0.3492063492063492
5735,3,2,0,1.0,0.0,1.0,0,0,8510,0,0,1,32,25,5,0,0.0,0.0
326,0,2,0,0.796875,0.203125,0.796875,1,0,-1,353666,0,4,26,17,7,1,0.0,0.0
2499,2,21,0,0.966666667,0.033333333,0.966666667,0,0,9694,18697,0,5,135,19,25,0,0.014814814814814815,0.014814814814814815
1004,2,9,2,0.545454545,0.454545455,0.545454545,1,1,2300,0,1,2,92,22,12,0,0.30434782608695654,0.30434782608695654
9019,0,4,0,1.0,0.0,1.0,0,0,5511,200509,1,1,41,25,7,0,0.024390243902439025,0.024390243902439025
5894,0,8,0,1.0,0.0,1.0,0,0,4670,0,0,4,60,20,11,0,0.0,0.0
4011,0,10,0,1.0,0.0,1.0,0,0,11556,609,1,7,62,15,13,1,0.24193548387096775,0.24193548387096775
11377,0,3,2,0.714285714,0.285714286,0.714285714,0,0,4490,0,0,3,32,23,7,1,0.09375,0.09375
534,0,2,0,0.5625,0.4375,0.5625,1,0,7447,0,0,8,56,47,6,1,0.0,0.0
6918,1,12,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,118,42,17,0,0.2033898305084746,0.2033898305084746
3960,0,6,0,0.787878788,0.212121212,0.787878788,1,1,2105,0,1,0,101,37,10,0,0.1782178217821782,0.1782178217821782
585,0,2,0,0.935483871,0.064516129,0.935483871,0,1,2288,0,0,1,25,17,6,0,0.0,0.0
9426,0,5,0,0.883484163,0.116515837,0.883484163,0,1,7132,12,0,7,47,16,8,1,0.0,0.0
7716,1,2,1,0.97826087,0.02173913,0.97826087,0,1,3952,3862928,0,4,30,21,6,1,0.0,0.0
5798,0,2,0,0.5,0.5,0.5,1,1,2936,758604,0,3,31,22,6,1,0.0,0.0
5623,0,10,2,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,71,44,13,0,0.0,0.0
7318,1,2,0,1.0,0.0,1.0,0,0,5159,0,0,8,26,19,5,0,0.0,0.0
491,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.18181818181818182,0.18181818181818182
5020,0,15,1,0.483870968,0.516129032,0.483870968,1,1,-1,0,1,0,155,14,19,1,0.4,0.4
10062,1,5,0,0.375,0.625,0.375,1,0,2725,0,0,3,47,25,9,0,0.0,0.0
5181,1,19,0,0.0,1.0,0.0,1,0,8018,0,1,4,174,43,26,1,0.10919540229885058,0.10919540229885058
6177,0,2,0,0.5125,0.4875,0.5125,1,1,-2,167733,0,2,24,15,6,1,0.0,0.0
10270,1,6,1,1.0,0.0,1.0,0,1,-1,3864418,1,4,45,10,9,0,0.0,0.0
3548,0,9,3,0.951612903,0.048387097,0.951612903,1,1,254,0,1,0,96,14,12,0,0.20833333333333334,0.20833333333333334
1916,1,4,0,1.0,0.0,1.0,0,0,289,0,1,0,33,13,7,1,0.0,0.0
3185,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,18,0,0.15079365079365079,0.15079365079365079
5024,0,2,0,0.486725664,0.513274336,0.486725664,1,1,7297,919168,0,5,42,35,5,0,0.0,0.0
1910,0,6,0,0.945107399,0.054892601,0.945107399,1,0,6318,8280,0,6,61,18,9,1,0.08196721311475409,0.08196721311475409
11297,0,8,3,0.0,0.0,0.0,0,0,2640,0,1,0,62,17,11,0,0.0,0.0
5826,0,1,0,0.0,0.0,0.0,0,0,-1,0,0,2,24,17,4,0,0.0,0.0
1133,0,3,0,0.0,0.0,0.0,0,0,2334,0,1,0,28,17,7,0,0.0,0.0
7258,0,5,0,0.25,0.75,0.25,1,0,359,0,1,1,46,34,9,0,0.1956521739130435,0.1956521739130435
2518,1,2,0,0.527777778,0.472222222,0.527777778,1,1,-1,0,0,2,31,23,6,0,0.0,0.0
8231,0,15,0,0.617647059,0.382352941,0.617647059,0,1,9399,15,0,9,83,14,19,1,0.04819277108433735,0.04819277108433735
1317,1,5,0,0.950617284,0.049382716,0.950617284,1,0,6477,41369,0,7,37,17,8,0,0.02702702702702703,0.02702702702702703
4368,0,3,0,0.0,0.0,0.0,0,0,7410,0,1,0,33,17,8,0,0.0,0.0
121,0,8,0,0.288659794,0.711340206,0.288659794,1,1,7,0,1,0,71,25,11,1,0.16901408450704225,0.16901408450704225
8774,0,9,1,1.0,0.0,1.0,0,0,276,0,1,0,128,14,12,0,0.4453125,0.4453125
2449,1,9,0,0.984924623,0.015075377,0.984924623,0,0,9073,14978,0,5,70,21,12,0,0.014285714285714285,0.014285714285714285
6030,0,2,0,0.540983607,0.459016393,0.540983607,1,0,7298,5498369,0,5,36,29,5,0,0.0,0.0
5673,0,2,0,0.9,0.1,0.9,0,1,3790,679696,0,3,27,18,7,1,0.0,0.0
2601,1,13,1,1.0,0.0,1.0,0,0,-1,3532151,1,0,167,16,21,0,0.15568862275449102,0.15568862275449102
1522,0,2,0,0.714285714,0.285714286,0.714285714,1,1,6156,0,0,0,43,34,6,1,0.0,0.0
7148,0,3,0,0.916666667,0.083333333,0.916666667,0,0,5232,9478551,0,7,27,20,6,0,0.0,0.0
2173,0,2,0,0.0,1.0,0.0,1,0,7412,1561104,1,2,32,25,5,0,0.0,0.0
3283,0,3,0,0.984615385,0.015384615,0.984615385,0,1,7185,20599,0,5,36,13,6,1,0.0,0.0
4554,0,2,0,0.25,0.75,0.25,0,1,1546,4669,1,2,46,38,6,0,0.06521739130434782,0.06521739130434782
3605,0,11,0,0.0,0.0,0.0,0,1,12766,3518,1,6,75,17,14,0,0.09333333333333334,0.09333333333333334
8573,0,9,1,0.0,1.0,0.0,1,0,8348,1,1,10,82,16,12,1,0.06097560975609756,0.06097560975609756
9221,2,17,0,0.545454545,0.454545455,0.545454545,1,1,-1,3128738,1,4,123,5,24,1,0.18699186991869918,0.18699186991869918
10374,2,2,0,0.196721311,0.803278689,0.196721311,1,0,7447,0,0,8,34,25,6,1,0.0,0.0
3768,1,8,0,0.0,0.0,0.0,0,0,5826,0,1,0,85,22,12,0,0.2823529411764706,0.2823529411764706
7530,0,31,3,0.16,0.84,0.16,1,1,-1,0,1,0,215,12,41,0,0.19534883720930232,0.19534883720930232
4038,1,10,0,0.541666667,0.458333333,0.541666667,0,1,5001,6798,0,6,73,12,14,0,0.1095890410958904,0.1095890410958904
3502,0,14,4,0.5,0.5,0.5,1,0,-1,0,1,0,219,12,20,1,0.3881278538812785,0.3881278538812785
1407,0,6,0,0.0,0.0,0.0,0,0,-1,0,1,0,85,18,9,0,0.36470588235294116,0.36470588235294116
4631,1,11,0,0.808510638,0.191489362,0.808510638,0,0,7591,687389,1,4,103,21,14,0,0.0,0.0
5427,0,2,0,0.443113772,0.556886228,0.443113772,1,0,8791,44991,0,5,25,16,6,1,0.0,0.0
8444,0,7,0,0.914893617,0.085106383,0.914893617,0,0,7131,12,1,7,56,18,10,1,0.0,0.0
7655,1,10,0,0.683333333,0.316666667,0.683333333,1,0,5797,1518,0,7,64,14,13,0,0.15625,0.15625
9959,0,6,0,0.520833333,0.479166667,0.520833333,1,1,7119,32633,1,4,57,24,11,0,0.03508771929824561,0.03508771929824561
2579,1,7,0,0.5,0.5,0.5,0,0,4209,66570,0,5,55,19,11,0,0.0,0.0
6662,2,5,0,0.344086022,0.655913978,0.344086022,1,0,5751,3753,0,5,47,19,9,0,0.0,0.0
3269,1,2,0,0.384615385,0.615384615,0.384615385,0,1,1458,3012268,0,4,40,31,6,1,0.0,0.0
10924,0,9,0,0.411764706,0.588235294,0.411764706,1,1,3744,0,1,2,155,6,12,1,0.632258064516129,0.632258064516129
1867,0,3,0,1.0,0.0,1.0,0,0,-1,0,1,0,46,21,8,0,0.043478260869565216,0.043478260869565216
11326,0,2,0,0.880597015,0.119402985,0.880597015,1,0,8732,612537,0,4,25,16,6,1,0.0,0.0
5411,0,4,0,0.632911392,0.367088608,0.632911392,1,0,5190,2774,0,6,39,18,7,0,0.0,0.0
2521,1,6,0,0.833333333,0.166666667,0.833333333,0,0,1736,842411,1,0,46,21,9,0,0.0,0.0
5814,0,7,1,0.181818182,0.818181818,0.181818182,1,1,5626,0,1,5,53,40,10,0,0.0,0.0
1820,1,11,0,1.0,0.0,1.0,0,0,-1,0,1,0,35,18,9,0,0.4,0.4
8432,3,5,0,1.0,0.0,1.0,0,0,-1,0,1,0,45,11,9,0,0.0,0.0
51,0,9,0,0.84375,0.15625,0.84375,1,1,134,1508317,1,2,103,19,12,1,0.07766990291262135,0.07766990291262135
3888,0,12,2,1.0,0.0,1.0,0,0,-1,0,1,2,85,11,16,0,0.023529411764705882,0.023529411764705882
7180,0,4,0,0.951111111,0.048888889,0.951111111,0,1,6431,618,0,5,37,17,7,1,0.0,0.0
3577,0,9,0,0.769230769,0.230769231,0.769230769,1,1,2842,0,1,0,110,23,12,0,0.15454545454545454,0.15454545454545454
4565,2,2,0,0.852320675,0.147679325,0.852320675,1,1,1,0,1,0,26,18,6,0,0.0,0.0
9422,0,5,0,0.755555556,0.244444444,0.755555556,1,0,7839,606,0,6,51,23,8,1,0.0,0.0
6045,0,12,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,126,50,19,1,0.1984126984126984,0.1984126984126984
1858,0,3,0,0.857142857,0.142857143,0.857142857,0,0,244,0,0,1,39,27,7,0,0.0,0.0
9802,0,8,0,0.882352941,0.117647059,0.882352941,1,0,7473,0,1,4,56,20,12,0,0.17857142857142858,0.17857142857142858
10900,0,5,0,0.985576923,0.014423077,0.985576923,0,1,4788,102168,0,5,34,12,8,0,0.058823529411764705,0.058823529411764705
4961,1,1,0,1.0,0.0,1.0,0,1,-1,0,1,0,24,15,5,1,0.0,0.0
9483,1,3,0,0.6,0.4,0.6,0,0,6529,551720,0,4,32,19,7,0,0.0,0.0
6459,0,6,0,0.106666667,0.893333333,0.106666667,1,1,135,0,1,0,54,23,9,0,0.018518518518518517,0.018518518518518517
8225,0,4,0,0.0,0.0,0.0,0,0,-1,0,1,0,73,10,8,0,0.3287671232876712,0.3287671232876712
10549,0,9,0,0.946043165,0.053956835,0.946043165,1,1,8519,641,0,6,72,19,12,1,0.0,0.0
425,0,4,0,0.444444444,0.555555556,0.444444444,1,1,674,0,1,0,35,19,7,0,0.0,0.0
4284,1,5,0,0.48,0.52,0.48,1,0,7986,348,1,6,50,17,9,0,0.0,0.0
7396,0,8,0,0.952662722,0.047337278,0.952662722,1,1,8217,213,0,8,64,21,11,1,0.0,0.0
5707,0,23,0,0.802816901,0.197183099,0.802816901,1,0,7805,6256,1,4,161,16,27,1,0.0,0.0
228,0,2,0,0.833333333,0.166666667,0.833333333,0,1,-1,373207,0,2,24,15,6,1,0.0,0.0
6805,0,16,2,0.127272727,0.872727273,0.127272727,1,0,1109,0,1,0,129,15,19,1,0.21705426356589147,0.21705426356589147
2741,1,5,0,0.666666667,0.333333333,0.666666667,0,1,4967,0,1,1,167,12,8,0,0.11976047904191617,0.11976047904191617
10004,0,3,2,0.901960784,0.098039216,0.901960784,1,0,1899,507771,0,1,30,13,7,0,0.0,0.0
5405,0,13,2,0.9,0.1,0.9,0,0,7308,0,1,0,207,27,16,1,0.2898550724637681,0.2898550724637681
6403,1,12,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,125,50,18,1,0.144,0.144
2921,1,1,0,0.608695652,0.391304348,0.608695652,1,0,5532,0,0,2,17,10,4,0,0.0,0.0
9846,0,10,0,0.863636364,0.136363636,0.863636364,0,1,1533,4623,1,2,88,32,14,1,0.14772727272727273,0.14772727272727273
9643,1,10,0,0.666666667,0.333333333,0.666666667,0,0,5034,204376,0,4,68,18,14,0,0.07352941176470588,0.07352941176470588
3653,4,3,0,1.0,0.0,1.0,0,0,7817,0,1,2,36,14,6,0,0.0,0.0
10791,1,5,0,0.625,0.375,0.625,0,0,6841,626901,0,5,44,16,8,0,0.0,0.0
5371,1,5,0,0.844444444,0.155555556,0.844444444,0,0,7200,239609,0,4,55,27,8,0,0.01818181818181818,0.01818181818181818
1128,0,5,0,0.971428571,0.028571429,0.971428571,0,0,7506,1644193,0,4,49,23,9,0,0.0,0.0
6660,0,2,0,1.0,0.0,1.0,0,0,5010,0,1,1,25,18,5,0,0.0,0.0
2331,0,2,0,1.0,0.0,1.0,0,1,-2,0,1,0,19,11,6,0,0.15789473684210525,0.15789473684210525
2208,0,4,0,0.95,0.05,0.95,1,0,3231,423762,0,5,36,9,7,0,0.1111111111111111,0.1111111111111111
8102,1,3,0,0.995515695,0.004484305,0.995515695,0,1,7586,982,0,5,37,22,6,0,0.0,0.0
10182,0,9,0,0.954545455,0.045454545,0.954545455,0,1,-1,2988,1,6,114,10,12,1,0.06140350877192982,0.06140350877192982
9979,0,1,0,0.538461538,0.461538462,0.538461538,1,0,6001,9363234,0,3,16,7,5,1,0.0,0.0
3153,0,6,1,0.461538462,0.538461538,0.461538462,1,1,5615,0,0,5,47,39,10,0,0.0,0.0
5817,0,6,0,0.923076923,0.076923077,0.923076923,0,1,96,0,1,0,41,16,9,0,0.0975609756097561,0.0975609756097561
8973,0,39,0,0.0,0.0,0.0,0,0,7489,376,0,7,342,16,45,1,0.30116959064327486,0.30116959064327486
8137,0,2,0,0.0,1.0,0.0,0,0,6679,515929,0,4,24,15,6,1,0.0,0.0
10978,1,7,0,0.692307692,0.307692308,0.692307692,1,0,847,0,1,2,66,22,10,0,0.0,0.0
7754,1,4,0,1.0,0.0,1.0,0,0,808,0,1,2,42,34,8,0,0.11904761904761904,0.11904761904761904
2374,0,8,0,0.972972973,0.027027027,0.972972973,0,0,5097,3659,0,5,71,19,12,1,0.0,0.0
1632,2,13,2,1.0,0.0,1.0,0,1,1706,4830221,1,2,104,16,17,1,0.04807692307692308,0.04807692307692308
6343,0,2,0,0.964071856,0.035928144,0.964071856,0,1,-1,531106,0,4,30,21,6,1,0.0,0.0
2298,0,2,0,0.8,0.2,0.8,0,1,-1,0,0,2,25,16,6,1,0.0,0.0
6607,0,3,1,0.920382166,0.079617834,0.920382166,1,1,-1,14483,0,4,25,13,7,1,0.0,0.0
4252,0,2,0,0.925423729,0.074576271,0.925423729,1,0,7810,548264,0,4,22,14,6,0,0.0,0.0
10588,0,4,0,0.0,0.0,0.0,0,0,2837,0,1,2,36,27,8,1,0.0,0.0
2721,1,4,0,0.995,0.005,0.995,0,1,7583,969,0,5,43,22,7,0,0.0,0.0
8747,0,3,0,0.8,0.2,0.8,0,1,2837,0,1,2,35,26,7,1,0.0,0.0
6023,0,4,0,0.91456077,0.08543923,0.91456077,0,1,7131,12,0,7,34,16,7,1,0.0,0.0
5496,0,6,0,0.933333333,0.066666667,0.933333333,0,0,9088,2223178,0,1,65,12,10,0,0.06153846153846154,0.06153846153846154
7238,0,2,0,0.840909091,0.159090909,0.840909091,0,1,1758,0,0,2,25,16,6,1,0.0,0.0
8491,1,7,0,0.872990354,0.127009646,0.872990354,1,0,6073,14284,0,5,58,18,10,0,0.0,0.0
8374,0,32,0,0.272727273,0.727272727,0.272727273,1,0,8019,0,1,4,328,38,37,1,0.25609756097560976,0.25609756097560976
5288,2,5,0,0.498637602,0.501362398,0.498637602,1,1,9635,148,1,7,41,12,9,1,0.0,0.0
9734,0,2,0,0.9125,0.0875,0.9125,0,1,2858,291303,0,4,28,19,6,1,0.0,0.0
7808,1,7,2,1.0,0.0,1.0,0,0,1841,399894,1,1,70,37,10,0,0.0,0.0
11000,0,2,0,0.857142857,0.142857143,0.857142857,1,1,6190,499717,0,3,22,13,6,1,0.0,0.0
7665,0,7,0,0.916666667,0.083333333,0.916666667,0,1,1546,4669,1,2,78,38,12,1,0.08974358974358974,0.08974358974358974
9305,0,2,0,0.431192661,0.568807339,0.431192661,1,1,7297,0,0,5,40,32,6,0,0.0,0.0
2550,2,4,0,1.0,0.0,1.0,0,0,6856,988416,1,1,41,21,7,0,0.0,0.0
8532,1,2,0,0.3,0.7,0.3,1,1,5349,0,0,5,31,22,6,1,0.0,0.0
8845,1,5,0,0.0,0.0,0.0,0,0,-1,326702,1,2,74,17,8,0,0.22972972972972974,0.22972972972972974
938,2,22,0,0.455882353,0.544117647,0.455882353,0,1,2568,51291,1,1,183,22,36,0,0.08196721311475409,0.08196721311475409
6688,1,6,1,0.81547619,0.18452381,0.81547619,1,1,3715,198408,1,4,58,19,10,0,0.0,0.0
10142,0,7,1,0.0,0.0,0.0,0,0,359,0,1,1,58,24,12,0,0.017241379310344827,0.017241379310344827
7039,1,2,0,0.585365854,0.414634146,0.585365854,1,1,3295,1759878,0,4,30,22,6,0,0.0,0.0
11116,0,4,0,0.0,0.0,0.0,0,0,1953,4365,1,3,44,14,7,1,0.11363636363636363,0.11363636363636363
4852,1,12,4,1.0,0.0,1.0,0,0,2618,0,1,0,80,13,16,1,0.1625,0.1625
2644,1,4,0,0.774509804,0.225490196,0.774509804,0,0,9189,316,0,5,39,17,7,0,0.0,0.0
10858,1,19,0,1.0,0.0,1.0,0,0,1834,0,1,0,119,84,23,0,0.2689075630252101,0.2689075630252101
3165,0,10,0,0.593023256,0.406976744,0.593023256,0,0,1976,3699651,0,4,69,14,14,0,0.0,0.0
3639,0,4,0,0.304347826,0.695652174,0.304347826,1,0,3570,0,1,3,36,14,7,0,0.0,0.0
8848,0,2,0,0.888888889,0.111111111,0.888888889,0,0,1336,20989,1,6,29,20,6,1,0.06896551724137931,0.06896551724137931
2061,0,12,0,0.588235294,0.411764706,0.588235294,1,0,1669,1961063,1,0,127,61,15,1,0.33070866141732286,0.33070866141732286
4645,0,6,0,0.933884298,0.066115702,0.933884298,0,1,7131,12,0,7,55,16,9,1,0.0,0.0
8568,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,32,25,5,0,0.0,0.0
2812,0,17,3,0.863636364,0.136363636,0.863636364,1,1,778,0,1,1,133,13,23,1,0.03759398496240601,0.03759398496240601
10733,0,10,0,1.0,0.0,1.0,0,0,11557,610,0,7,65,15,13,1,0.23076923076923078,0.23076923076923078
10880,0,5,1,1.0,0.0,1.0,0,0,-1,10504747,0,0,43,28,9,0,0.0,0.0
10287,0,1,0,0.931623932,0.068376068,0.931623932,1,1,2799,1263403,0,3,22,14,4,1,0.0,0.0
2549,1,9,3,1.0,0.0,1.0,0,0,3821,0,1,1,56,14,12,0,0.03571428571428571,0.03571428571428571
8784,1,6,0,0.0,0.0,0.0,0,0,3426,6045690,1,1,77,22,11,1,0.18181818181818182,0.18181818181818182
6338,0,5,0,0.0,0.0,0.0,0,0,3017,0,1,4,54,17,9,0,0.0,0.0
5620,0,6,0,0.784615385,0.215384615,0.784615385,1,0,6245,10830,0,5,44,12,9,1,0.09090909090909091,0.09090909090909091
4174,2,3,0,0.666666667,0.333333333,0.666666667,1,1,7768,530145,0,4,30,15,7,0,0.0,0.0
10013,1,12,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,120,42,18,1,0.2,0.2
1024,1,2,0,0.0,1.0,0.0,1,0,2139,309382,1,7,25,10,5,1,0.04,0.04
4848,0,3,0,0.903614458,0.096385542,0.903614458,1,0,3378,178841,0,5,37,17,6,1,0.0,0.0
5265,0,7,0,1.0,0.0,1.0,0,1,-1,8796499,1,0,71,25,10,0,0.0,0.0
8420,3,13,2,1.0,0.0,1.0,0,1,1707,4830221,1,2,103,16,17,0,0.04854368932038835,0.04854368932038835
1951,1,3,1,0.0,1.0,0.0,1,0,-1,77586,0,1,29,21,7,0,0.0,0.0
6535,3,11,0,0.931034483,0.068965517,0.931034483,0,0,10676,23,1,8,79,18,14,1,0.10126582278481013,0.10126582278481013
351,2,3,0,0.217391304,0.782608696,0.217391304,1,0,-1,1316122,1,3,32,15,7,0,0.0,0.0
6339,0,5,0,0.0,0.0,0.0,0,0,187,0,1,0,49,19,8,0,0.08163265306122448,0.08163265306122448
4797,0,11,0,0.588235294,0.411764706,0.588235294,0,0,5676,46435,0,4,83,11,15,1,0.012048192771084338,0.012048192771084338
9392,0,5,0,0.0,0.0,0.0,0,0,1610,3948303,1,0,227,30,10,1,0.14537444933920704,0.14537444933920704
3662,0,13,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,124,46,19,1,0.1532258064516129,0.1532258064516129
6595,0,12,0,0.813953488,0.186046512,0.813953488,1,1,3955,3213,0,4,91,18,16,1,0.0,0.0
4657,0,2,0,0.4,0.6,0.4,0,1,3802,2052316,0,3,30,21,6,1,0.0,0.0
7075,0,1,0,0.0,0.0,0.0,0,0,3894,210556,0,2,22,15,5,0,0.0,0.0
3150,0,2,0,0.0,0.0,0.0,0,1,158,0,1,0,22,15,5,0,0.045454545454545456,0.045454545454545456
7223,0,4,0,0.9,0.1,0.9,0,0,816,0,0,4,32,18,7,0,0.0625,0.0625
4813,1,16,1,0.0,0.0,0.0,0,1,8896,596512,0,3,90,17,19,0,0.14444444444444443,0.14444444444444443
5882,1,5,0,0.868852459,0.131147541,0.868852459,1,0,3747,774723,1,4,53,21,8,0,0.0,0.0
10614,1,6,0,0.967741935,0.032258065,0.967741935,0,0,-1,9075,0,6,55,16,10,0,0.0,0.0
2939,0,12,4,0.193548387,0.806451613,0.193548387,1,1,1120,0,1,2,74,12,15,0,0.0,0.0
4510,0,5,1,0.0,0.0,0.0,0,0,2722,0,1,0,45,24,8,0,0.0,0.0
1340,2,10,0,0.901140684,0.098859316,0.901140684,1,1,9037,143145,1,5,97,16,13,1,0.0,0.0
10721,2,6,0,0.659482759,0.340517241,0.659482759,1,0,5704,4445,0,5,43,22,10,0,0.06976744186046512,0.06976744186046512
10727,0,5,0,0.930769231,0.069230769,0.930769231,0,1,7131,12,0,7,46,16,8,1,0.0,0.0
6646,1,7,3,1.0,0.0,1.0,0,0,2668,0,1,0,58,19,11,0,0.0,0.0
7283,5,4,0,0.765432099,0.234567901,0.765432099,0,1,5207,27218,0,5,50,24,7,0,0.0,0.0
8890,0,3,0,1.0,0.0,1.0,0,0,2215,0,1,0,34,15,7,0,0.0,0.0
5763,0,2,0,0.0,0.0,0.0,0,0,-1,0,0,0,35,28,6,0,0.05714285714285714,0.05714285714285714
1583,0,2,0,0.411764706,0.588235294,0.411764706,1,0,6135,0,0,2,21,12,6,1,0.0,0.0
1412,1,3,0,0.862745098,0.137254902,0.862745098,1,1,6255,688,0,6,49,25,6,0,0.0,0.0
5391,0,2,0,0.7,0.3,0.7,0,1,-1,3269595,0,3,35,26,7,1,0.0,0.0
10010,0,6,0,0.277777778,0.722222222,0.277777778,1,0,2107,234160,0,5,59,14,9,1,0.1016949152542373,0.1016949152542373
2256,0,10,0,1.0,0.0,1.0,0,0,135,0,1,0,81,12,13,0,0.06172839506172839,0.06172839506172839
8481,0,10,3,0.951612903,0.048387097,0.951612903,1,1,254,0,1,0,100,18,13,0,0.17,0.17
2212,0,1,0,0.9375,0.0625,0.9375,0,0,3328,2401957,0,3,22,13,5,1,0.0,0.0
2622,0,1,0,0.0,0.0,0.0,0,0,1,0,1,0,33,25,6,0,0.0,0.0
6958,1,13,0,0.828571429,0.171428571,0.828571429,1,0,-1,172375,0,5,90,15,16,0,0.06666666666666667,0.06666666666666667
4938,0,5,1,0.0,0.0,0.0,0,0,7796,0,1,0,46,19,8,0,0.0,0.0
3624,2,8,0,0.8,0.2,0.8,0,0,8872,22640,1,4,75,18,11,1,0.0,0.0
10542,1,8,0,0.686046512,0.313953488,0.686046512,0,0,6158,6546,0,4,72,20,11,0,0.0,0.0
4267,1,6,0,0.879518072,0.120481928,0.879518072,0,1,5908,14374,0,5,39,22,9,0,0.02564102564102564,0.02564102564102564
10278,1,10,0,0.741935484,0.258064516,0.741935484,0,1,11048,546,0,6,82,23,13,0,0.06097560975609756,0.06097560975609756
463,0,2,0,0.666666667,0.333333333,0.666666667,0,1,1991,4019018,0,2,29,20,6,1,0.0,0.0
1754,1,6,0,0.0,0.0,0.0,0,0,5850,0,1,0,75,15,10,0,0.26666666666666666,0.26666666666666666
6014,0,4,1,1.0,0.0,1.0,0,0,1015,0,1,0,36,11,7,0,0.0,0.0
5762,0,1,0,0.95,0.05,0.95,1,1,4320,246860,0,4,18,9,5,1,0.0,0.0
8452,0,7,0,0.75,0.25,0.75,1,1,-1,0,1,0,57,15,11,1,0.0,0.0
6586,1,7,3,1.0,0.0,1.0,0,1,-1,0,1,1,91,22,11,0,0.26373626373626374,0.26373626373626374
378,0,8,0,0.70984456,0.29015544,0.70984456,1,1,5222,136,0,8,87,18,11,1,0.022988505747126436,0.022988505747126436
3106,0,6,0,0.636363636,0.363636364,0.636363636,1,1,1134,3201555,0,1,59,27,9,1,0.0,0.0
4803,0,2,0,0.936962751,0.063037249,0.936962751,1,1,-1,1906357,0,4,24,15,6,1,0.0,0.0
1335,0,15,0,0.4375,0.5625,0.4375,1,0,6240,62,0,8,107,18,19,1,0.018691588785046728,0.018691588785046728
11081,1,9,0,0.888,0.112,0.888,1,1,7047,838996,0,5,72,20,13,1,0.013888888888888888,0.013888888888888888
2716,0,3,0,0.388157895,0.611842105,0.388157895,1,0,8517,8,0,10,34,16,6,1,0.0,0.0
6554,0,5,3,0.864864865,0.135135135,0.864864865,1,1,3208,0,1,0,47,13,9,0,0.0,0.0
5712,0,7,0,0.940594059,0.059405941,0.940594059,0,1,7996,26817,1,5,70,21,10,1,0.0,0.0
8307,0,6,0,0.949685535,0.050314465,0.949685535,0,1,7134,13,0,7,58,16,9,1,0.0,0.0
7173,0,9,0,0.430107527,0.569892473,0.430107527,1,1,5658,3453085,0,4,86,33,13,0,0.0,0.0
1811,1,7,0,0.724137931,0.275862069,0.724137931,1,1,4627,1838,0,6,70,17,10,0,0.0,0.0
11125,1,10,0,1.0,0.0,1.0,0,0,2350,0,1,2,55,9,15,0,0.0,0.0
1894,0,5,0,0.961538462,0.038461538,0.961538462,0,1,5215,0,0,4,52,14,9,1,0.0,0.0
8451,0,2,0,0.741071429,0.258928571,0.741071429,0,1,6811,537125,0,4,29,20,6,1,0.0,0.0
5733,2,5,1,1.0,0.0,1.0,0,0,-1,0,1,2,47,17,8,0,0.0,0.0
6666,0,2,0,0.607594937,0.392405063,0.607594937,0,1,3737,805233,0,4,34,25,6,1,0.0,0.0
1189,1,15,0,0.391304348,0.608695652,0.391304348,1,0,5601,18610,0,5,100,17,18,0,0.07,0.07
7142,1,4,0,0.846153846,0.153846154,0.846153846,0,0,5160,0,0,8,34,27,7,0,0.0,0.0
8926,0,2,0,0.579831933,0.420168067,0.579831933,1,0,1536,3790904,0,1,23,15,6,0,0.0,0.0
6550,0,5,0,1.0,0.0,1.0,0,0,7452,968408,0,3,47,14,8,0,0.0,0.0
3454,0,9,2,0.818181818,0.181818182,0.818181818,1,0,1194,0,1,0,72,16,12,0,0.013888888888888888,0.013888888888888888
